Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2023,Jan-Jun 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N5",Wild,"Great black-backed Gull",-,-,-,-,Animal,4,-,-,-,-
2023,Jan-Jun 2023,Americas,United States of America,"United States of America","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N6",Wild,"Bald Eagle",-,-,-,-,Animal,1,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Biała Podlaska","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Biała Podlaska","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,35,-,-,35,-
2023,Jan-Jun 2023,Europe,Poland,"Białobrzegi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Białobrzegi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common pheasant",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Białobrzegi","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Bieruń-Lędziny","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Bieruń-Lędziny","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Brodnica","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Brodnica","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,8,-,-,8,-
2023,Jan-Jun 2023,Europe,Poland,"Busko","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Busko","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Bydgoszcz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Bydgoszcz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,10,-,-,10,-
2023,Jan-Jun 2023,Europe,Poland,"Bydgoszcz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Bytów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Bytów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,21,-,-,21,-
2023,Jan-Jun 2023,Europe,Poland,"Chełm","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Chełm","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Chełmno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Chełmno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Ciechanów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Ciechanów","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Cieszyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Cieszyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,3,-,-,3,-
2023,Jan-Jun 2023,Europe,Poland,"Działdowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Działdowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,3,-,-,3,-
2023,Jan-Jun 2023,Europe,Poland,"Działdowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Gdańsk (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Gdańsk (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,9,-,-,9,-
2023,Jan-Jun 2023,Europe,Poland,"Giżycko","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Giżycko","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,12,-,-,12,-
2023,Jan-Jun 2023,Europe,Poland,"Gniezno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Gniezno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,3,-,-,3,-
2023,Jan-Jun 2023,Europe,Poland,"Gołdap","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Gołdap","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,20,-,-,20,-
2023,Jan-Jun 2023,Europe,Poland,"Grajewo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Grajewo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Grudziądz (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Grudziądz (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Inowrocław","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,4,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Inowrocław","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,8,-,-,8,-
2023,Jan-Jun 2023,Europe,Poland,"Inowrocław","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"White-tailed Eagle",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Jelenia Góra (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Jelenia Góra (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Kartuzy","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kartuzy","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"American Herring Gull",-,-,-,-,Animal,10,-,-,10,-
2023,Jan-Jun 2023,Europe,Poland,"Kędzierzyn-Koźle","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kędzierzyn-Koźle","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,6,-,-,6,-
2023,Jan-Jun 2023,Europe,Poland,"Kępno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kępno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Raven",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Kętrzyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kętrzyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Koło","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Koło","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Kołobrzeg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kołobrzeg","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Konin (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Konin (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Konin (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Konin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Konin","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Końskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Końskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,4,-,-,4,-
2023,Jan-Jun 2023,Europe,Poland,"Kościerzyna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kościerzyna","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,22,-,-,22,-
2023,Jan-Jun 2023,Europe,Poland,"Kozienice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kozienice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,6,-,-,6,-
2023,Jan-Jun 2023,Europe,Poland,"Kozienice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mew Gull",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Kraków (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kraków (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,8,-,-,8,-
2023,Jan-Jun 2023,Europe,Poland,"Krapkowice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,5,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Krapkowice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,9,-,-,9,-
2023,Jan-Jun 2023,Europe,Poland,"Krapkowice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Krapkowice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Kraśnik","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Kraśnik","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Krasnystaw","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Krasnystaw","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Legionowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Legionowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Lesko","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Lesko","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Leszno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Leszno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,4,-,-,4,-
2023,Jan-Jun 2023,Europe,Poland,"Lipno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Lipno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Łomża","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Łomża","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,10,-,-,10,-
2023,Jan-Jun 2023,Europe,Poland,"Maków","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Maków","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,25,-,-,25,-
2023,Jan-Jun 2023,Europe,Poland,"Mińsk","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Mińsk","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Mrągowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Mrągowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Mrągowo","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"White-tailed Eagle",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Myślenice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Myślenice","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Myślibórz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Myślibórz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Myślibórz","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,12,-,-,12,-
2023,Jan-Jun 2023,Europe,Poland,"Nowe Miasto","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Nowe Miasto","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,10,-,-,10,-
2023,Jan-Jun 2023,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Caspian Gull",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Nowy Dwór Mazowiecki","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mew Gull",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Nysa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,4,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Nysa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,18,-,-,18,-
2023,Jan-Jun 2023,Europe,Poland,"Nysa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Herring Gull",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Nysa","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Olsztyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,3,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Olsztyn","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,7,-,-,7,-
2023,Jan-Jun 2023,Europe,Poland,"Opoczno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Opoczno","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,12,-,-,12,-
2023,Jan-Jun 2023,Europe,Poland,"Opole (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,2,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Opole (City)","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,2,-,-,2,-
2023,Jan-Jun 2023,Europe,Poland,"Opole Lubelskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Opole Lubelskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,8,-,-,8,-
2023,Jan-Jun 2023,Europe,Poland,"Opole Lubelskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Common Tern",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Opole Lubelskie","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Eurasian Oystercatcher",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Ostrów Wielkopolski","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Ostrów Wielkopolski","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,1,-,-,1,-
2023,Jan-Jun 2023,Europe,Poland,"Oświęcim","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Oświęcim","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Mute Swan",-,-,-,-,Animal,5,-,-,5,-
2023,Jan-Jun 2023,Europe,Poland,"Otwock","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"",-,-,1,-,-,-,-,-,-,-
2023,Jan-Jun 2023,Europe,Poland,"Otwock","Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)","H5N1",Wild,"Black-headed Gull",-,-,-,-,Animal,5,-,-,5,-
