Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Measuring units,New outbreaks,Susceptible,Cases,Killed and disposed of,Deaths,Latitude,Longitude,Year
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Brown Pelican,Animal,96.6,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bufflehead,Animal,99.0,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cackling Goose,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,California condor,Animal,100.2,6961.8,21.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Canada Goose,Animal,108.2,6961.8,73.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Caspian Tern,Animal,99.0,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cathartidae (unidentified),Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Goldeneye,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Loon,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Raven,Animal,111.8,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cooper's Hawk,Animal,84.8,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Corvidae (unidentified),Animal,84.8,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Double-crested cormorant,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ferruginous Hawk,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Gadwall,Animal,108.2,6961.8,18.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Glaucous-winged Gull,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Golden Eagle,Animal,96.6,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great black-backed Gull,Animal,99.0,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great Horned owl,Animal,87.2,6961.8,36.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greater Scaup,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greater White-fronted Goose,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Green-winged Teal,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Herring Gull,Animal,99.0,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Hooded Merganser,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Laridae (unidentified),Animal,96.6,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mallard,Animal,108.2,6961.8,55.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Muscovy Duck,Animal,96.6,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,111.8,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Gannet,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Shoveler,Animal,96.6,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Peregrin falcon,Animal,111.8,6961.8,13.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Razorbill,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-necked Phalarope,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-shouldered Hawk,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Red-tailed Hawk,Animal,123.6,6961.8,89.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Ross's Goose,Animal,99.0,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Rough-legged Hawk,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sanderling,Animal,108.2,6961.8,9.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sandhill Crane,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Sharp-shinned Hawk,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Snow Goose,Animal,108.2,6961.8,17.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Snowy Egret,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Strigidae (unidentified),Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Swainson's Hawk,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Trumpeter Swan,Animal,99.0,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Turkey Vulture,Animal,83.6,6961.8,29.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Western Gull,Animal,84.8,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Western screech owl,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wild turkey,Animal,110.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Willet,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Wood Duck,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N5,Wild,Great black-backed Gull,Animal,84.8,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N6,Wild,Bald Eagle,Animal,110.6,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2023.0
Jan-Jun 2023,Europe,Poland,Biała Podlaska,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,37.4,9.4,5.2,9.4,52.0338399,23.1193948,2023.0
Jan-Jun 2023,Europe,Poland,Biała Podlaska,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.0,6.4,35.0,73.0,35.0,52.0338399,23.1193948,2023.0
Jan-Jun 2023,Europe,Poland,Białobrzegi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,42.4,3.4,8.8,3.4,50.7729192,23.1507229,2023.0
Jan-Jun 2023,Europe,Poland,Białobrzegi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common pheasant,Animal,1.2,13.4,5.0,7.6,5.0,50.7729192,23.1507229,2023.0
Jan-Jun 2023,Europe,Poland,Białobrzegi,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.2,11.0,1.0,0.0,1.0,50.7729192,23.1507229,2023.0
Jan-Jun 2023,Europe,Poland,Bieruń-Lędziny,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,61.4,8.8,7.4,3.2,50.093479,19.14103714727102,2023.0
Jan-Jun 2023,Europe,Poland,Bieruń-Lędziny,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.0,5.2,2.0,0.2,2.0,50.093479,19.14103714727102,2023.0
Jan-Jun 2023,Europe,Poland,Brodnica,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,37.0,6.2,2.6,6.2,53.2580224,19.40543370815044,2023.0
Jan-Jun 2023,Europe,Poland,Brodnica,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.2,6.0,8.0,7.6,8.0,53.2580224,19.40543370815044,2023.0
Jan-Jun 2023,Europe,Poland,Busko,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,41.2,5.2,5.6,5.2,50.4858333,20.7169444,2023.0
Jan-Jun 2023,Europe,Poland,Busko,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.8,12.0,5.0,7.6,5.0,50.4858333,20.7169444,2023.0
Jan-Jun 2023,Europe,Poland,Bydgoszcz,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,47.2,4.6,14.6,3.2,53.1219648,18.0002529,2023.0
Jan-Jun 2023,Europe,Poland,Bydgoszcz,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.6,8.0,10.0,0.0,10.0,53.1219648,18.0002529,2023.0
Jan-Jun 2023,Europe,Poland,Bydgoszcz,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.6,3.4,1.0,0.0,1.0,53.1219648,18.0002529,2023.0
Jan-Jun 2023,Europe,Poland,Bytów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,4.8,11.6,2.2,11.4,54.1694592,17.4890263,2023.0
Jan-Jun 2023,Europe,Poland,Bytów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.8,6.8,21.0,2.4,21.0,54.1694592,17.4890263,2023.0
Jan-Jun 2023,Europe,Poland,Chełm,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,42.4,9.4,8.8,9.4,51.13558825,23.49393641703079,2023.0
Jan-Jun 2023,Europe,Poland,Chełm,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Tern,Animal,1.2,13.4,5.0,7.6,5.0,51.13558825,23.49393641703079,2023.0
Jan-Jun 2023,Europe,Poland,Chełmno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,50.0,4.6,7.4,4.6,53.3493915,18.4235473,2023.0
Jan-Jun 2023,Europe,Poland,Chełmno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.6,7.8,5.0,0.0,5.0,53.3493915,18.4235473,2023.0
Jan-Jun 2023,Europe,Poland,Ciechanów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,36.8,3.2,0.4,3.2,52.8819798,20.6191479,2023.0
Jan-Jun 2023,Europe,Poland,Ciechanów,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.4,5.2,2.0,0.0,2.0,52.8819798,20.6191479,2023.0
Jan-Jun 2023,Europe,Poland,Cieszyn,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,61.4,10.0,7.4,4.4,49.7488623,18.6334308,2023.0
Jan-Jun 2023,Europe,Poland,Cieszyn,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.2,5.0,3.0,0.0,3.0,49.7488623,18.6334308,2023.0
Jan-Jun 2023,Europe,Poland,Działdowo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,37.0,2.8,2.6,2.8,53.2346517,20.1817841,2023.0
Jan-Jun 2023,Europe,Poland,Działdowo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Tern,Animal,1.6,5.0,3.0,0.0,3.0,53.2346517,20.1817841,2023.0
Jan-Jun 2023,Europe,Poland,Działdowo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.6,2.8,1.0,0.0,1.0,53.2346517,20.1817841,2023.0
Jan-Jun 2023,Europe,Poland,Gdańsk (City),Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,12.8,13.2,0.0,13.2,54.36575255,18.506812318551013,2023.0
Jan-Jun 2023,Europe,Poland,Gdańsk (City),Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,3.6,6.8,9.0,7.6,9.0,54.36575255,18.506812318551013,2023.0
Jan-Jun 2023,Europe,Poland,Giżycko,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,34.0,7.8,1.6,7.8,54.0361354,21.7661326027255,2023.0
Jan-Jun 2023,Europe,Poland,Giżycko,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.2,8.0,12.0,0.8,12.0,54.0361354,21.7661326027255,2023.0
Jan-Jun 2023,Europe,Poland,Gniezno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,2.0,76.6,6.0,14.6,6.0,52.5359736,17.595889,2023.0
Jan-Jun 2023,Europe,Poland,Gniezno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.6,3.4,3.0,0.0,3.0,52.5359736,17.595889,2023.0
Jan-Jun 2023,Europe,Poland,Gołdap,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,34.0,7.2,1.6,7.2,54.3080218,22.3018802,2023.0
Jan-Jun 2023,Europe,Poland,Gołdap,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.2,11.4,20.0,2.4,20.0,54.3080218,22.3018802,2023.0
Jan-Jun 2023,Europe,Poland,Grajewo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,34.0,9.0,6.8,9.0,53.6469842,22.4548627,2023.0
Jan-Jun 2023,Europe,Poland,Grajewo,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.4,11.2,2.0,0.0,2.0,53.6469842,22.4548627,2023.0
Jan-Jun 2023,Europe,Poland,Grudziądz,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,33.6,5.0,7.4,5.0,53.4876477,18.7557746,2023.0
Jan-Jun 2023,Europe,Poland,Grudziądz,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.0,7.8,5.0,0.0,5.0,53.4876477,18.7557746,2023.0
Jan-Jun 2023,Europe,Poland,Inowrocław,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,4.0,24.0,4.4,0.0,4.4,52.7952408,18.2595624,2023.0
Jan-Jun 2023,Europe,Poland,Inowrocław,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.6,7.8,8.0,7.6,8.0,52.7952408,18.2595624,2023.0
Jan-Jun 2023,Europe,Poland,Inowrocław,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,White-tailed Eagle,Animal,1.6,3.4,1.0,0.0,1.0,52.7952408,18.2595624,2023.0
Jan-Jun 2023,Europe,Poland,Jelenia Góra (City),Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,77.0,2.0,15.8,2.0,50.9033886,15.7387994,2023.0
Jan-Jun 2023,Europe,Poland,Jelenia Góra (City),Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.0,3.0,1.0,0.2,1.0,50.9033886,15.7387994,2023.0
Jan-Jun 2023,Europe,Poland,Kartuzy,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,5.6,13.2,0.0,13.2,54.3342281,18.1973639,2023.0
Jan-Jun 2023,Europe,Poland,Kartuzy,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,American Herring Gull,Animal,3.8,8.0,10.0,0.0,10.0,54.3342281,18.1973639,2023.0
Jan-Jun 2023,Europe,Poland,Kędzierzyn-Koźle,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,61.4,4.4,7.4,5.6,50.3448836,18.2109594,2023.0
Jan-Jun 2023,Europe,Poland,Kędzierzyn-Koźle,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,2.2,12.6,6.0,0.0,6.0,50.3448836,18.2109594,2023.0
Jan-Jun 2023,Europe,Poland,Kępno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,67.0,1.4,9.2,3.2,51.2790265,17.9866632,2023.0
Jan-Jun 2023,Europe,Poland,Kępno,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Raven,Animal,2.0,3.4,1.0,0.2,1.0,51.2790265,17.9866632,2023.0
Jan-Jun 2023,Europe,Poland,Kętrzyn,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,34.4,5.2,1.6,4.0,54.0819763,21.376828104006,2023.0
Jan-Jun 2023,Europe,Poland,Kętrzyn,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Tern,Animal,1.6,2.8,1.0,0.0,1.0,54.0819763,21.376828104006,2023.0
Jan-Jun 2023,Europe,Poland,Koło,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,64.6,3.0,2.0,3.0,52.19839405,18.63575644244939,2023.0
Jan-Jun 2023,Europe,Poland,Koło,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.4,4.2,2.0,0.0,2.0,52.19839405,18.63575644244939,2023.0
Jan-Jun 2023,Europe,Poland,Kołobrzeg,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,1.0,27.6,10.6,9.0,8.4,54.1760677,15.576554231693446,2023.0
Jan-Jun 2023,Europe,Poland,Kołobrzeg,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.0,6.6,1.0,0.0,1.0,54.1760677,15.576554231693446,2023.0
Jan-Jun 2023,Europe,Poland,Konin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,unknown,-,3.0,66.0,3.0,0.4,3.0,52.2301933,18.2521112,2023.0
Jan-Jun 2023,Europe,Poland,Konin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Black-headed Gull,Animal,1.8,3.4,2.0,0.0,2.0,52.2301933,18.2521112,2023.0
Jan-Jun 2023,Europe,Poland,Konin,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,1.8,3.4,1.0,0.0,1.0,52.2301933,18.2521112,2023.0
