Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Measuring units,New outbreaks,Susceptible,Cases,Killed and disposed of,Deaths,Latitude,Longitude,Year
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Brazilian Teal,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Brent Goose,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Brown Pelican,Animal,133.6,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Bufflehead,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cackling Goose,Animal,128.2,6961.8,29.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,California Gull,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Canada Goose,Animal,128.2,6961.8,366.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Caspian Tern,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cathartidae (unidentified),Animal,133.6,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Chilean Flamingo,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cinnamon Teal,Animal,133.6,6961.8,18.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Eider,Animal,128.2,6961.8,14.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Goldeneye,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Grackle,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Loon,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Merganser,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Raven,Animal,128.2,6961.8,20.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Common Tern,Animal,128.2,6961.8,8.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Cooper's Hawk,Animal,128.2,6961.8,11.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Corvidae (unidentified),Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Crested Caracara,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Dalmatian pelican,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Double-crested cormorant,Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Dunlin,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Eastern Screech-Owl,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Egyptian Goose,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Emu,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Fish crow,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Forster's Tern,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Fringillidae (unidentified),Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Fulvous Whistling Duck,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Gadwall,Animal,128.2,6961.8,153.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Glaucous Gull,Animal,128.2,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Glossy Ibis,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Golden Eagle,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Gray Crowned-Crane,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great black-backed Gull,Animal,133.6,6961.8,5.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great Blue Heron,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great Egret,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great Horned owl,Animal,133.6,6961.8,86.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Great-tailed Grackle,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greater Rhea,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greater Sage-Grouse,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Greater White-fronted Goose,Animal,128.2,6961.8,7.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Green heron,Animal,128.2,6961.8,3.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Green-winged Teal,Animal,128.2,6961.8,354.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Gruidae (unidentified),Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Herring Gull,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Hooded Merganser,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Horned Grebe,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,House Sparrow,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Laridae (unidentified),Animal,128.2,6961.8,6.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Lesser flamingo,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Lesser Scaup,Animal,133.6,6961.8,4.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Lesser white-fronted goose,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Long-eared Owl,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mallard,Animal,128.2,6961.8,606.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Merlin,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mottled Duck,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Muscovy Duck,Animal,128.2,6961.8,20.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Mute Swan,Animal,133.6,6961.8,13.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern fulmar,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Pintail,Animal,128.2,6961.8,64.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Northern Shoveler,Animal,128.2,6961.8,66.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Osprey,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Pacific Loon,Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Parulidae (unidentified),Animal,128.2,6961.8,1.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Pelecanidae (unidentified),Animal,133.6,6961.8,25.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Peregrin falcon,Animal,128.2,6961.8,29.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Phalacrocoracidae (unidentified),Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
Jul-Dec 2022,Americas,United States of America,United States of America,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Wild,Pied-billed Grebe,Animal,133.6,6961.8,2.0,4840.0,1633.2,38.7946,-106.5348,2022.0
